,Report ID,Date Reported,Accident Type,Location,Claim Amount (USD),Claim Status,Policy Holder's Age,Vehicle Age,Incident Severity,Incident Report
652,RPT987654321,2023-04-15,Personal Injury,New York,22000,Submitted,29,,High,"During a busy city marathon, a participant suffered severe dehydration and heatstroke, leading to hospitalization and significant medical expenses."
653,RPT123456789,2023-04-10,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"While merging onto a highway, the policyholder's car was hit from behind by another vehicle, causing significant damage to the rear end."
654,RPT987654321,2023-04-15,Property Damage,Chicago,8000,Approved,45,,Low,"High winds during a storm caused a tree branch to fall and damage the roof of the policyholder's home, leading to leaks."
655,RPT123456789,2023-03-22,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"While driving through an intersection, the policyholder's vehicle was hit by another car running a red light, causing significant damage to the front end."
656,RPT987654321,2023-04-15,Property Damage,Miami,8500,Submitted,45,,Low,"During a severe storm, a tree branch fell and damaged the roof of the policyholder's house, leading to water leakage into the living room."
657,RPT123456789,2023-04-20,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,The policyholder was rear-ended at a stoplight causing significant damage to the vehicle's rear and minor injuries to the occupants.
658,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A hurricane caused significant property damage, including broken windows and a compromised roof structure."
659,RPT123456789,2023-04-22,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"Two vehicles collided at a busy intersection due to a failed traffic light. Minor injuries were reported, and significant damage to both vehicles."
660,RPT987654321,2023-04-15,Property Damage,Chicago,8000,Submitted,45,,Low,"A tree branch fell onto the policyholder's home during a strong windstorm, causing damage to the roof and a second-story window."
661,RPT123456789,2023-04-12,Vehicle Collision,New York,12000,Under Review,34,5.0,Medium,"Two vehicles collided at a busy intersection due to one driver failing to yield. Minor injuries were reported, and both vehicles sustained significant damage."
662,RPT987654321,2023-04-14,Property Damage,San Francisco,8000,Submitted,45,,Low,"Strong winds caused a tree to fall onto the policy holder's home, resulting in significant roof damage. No injuries were reported."
663,RPT123456789,2023-04-12,Vehicle Collision,New York,12000,Under Review,34,5.0,Medium,Two vehicles collided at an intersection due to a failed traffic signal. Minor injuries were reported. Both vehicles sustained significant damage.
664,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A hurricane caused significant damage to the policyholder's home, including broken windows and roof damage. No injuries were reported."
665,RPT123456789,2023-02-28,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,Two vehicles collided at a four-way stop due to a failure to yield. Minor injuries were reported. Both vehicles sustained significant damage.
666,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A category 3 hurricane caused significant damage to property, including roof damage and flooding. No personal injuries were reported."
667,RPT123456789,2023-03-22,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"Two vehicles collided at an intersection due to a failure to yield. Minor injuries were reported, and both vehicles sustained significant damage."
668,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,45,,High,"A severe hurricane caused extensive damage to the policy holder's home, including broken windows and roof damage. No personal injuries were reported."
669,RPT123456789,2023-04-05,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"Two vehicles collided at an intersection due to a failure to yield. Minor injuries were reported, and significant damage was sustained by both vehicles."
670,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,45,,High,"A severe storm caused extensive damage to the property, including a collapsed roof and flooded basement. No personal injuries were reported."
671,RPT123456789,2023-04-20,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"Two vehicles collided at a busy intersection due to a failure to stop at a red light. Minor injuries were reported, and both vehicles sustained significant damage."
672,RPT987654321,2023-04-15,Personal Injury,New York,25000,Submitted,29,,High,"A pedestrian was struck by a speeding car while crossing the street at a designated crosswalk, resulting in severe injuries requiring hospitalization."
673,RPT123456789,2023-03-22,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to a failure to yield right of way. Minor injuries were reported, and both vehicles sustained significant damage."
674,RPT987654321,2023-04-15,Natural Disaster,Miami,50000,Submitted,47,,High,A severe hurricane caused extensive damage to the policyholder's home and vehicle parked in the driveway. Roof damage and flooding were reported.
675,RPT123456789,2023-04-20,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,Involved in a rear-end collision at a traffic light. Significant damage to the vehicle's rear. No injuries reported. The other vehicle failed to stop in time.
676,RPT987654321,2023-04-15,Property Damage,Miami,5000,Submitted,29,,Low,"During a storm, a tree branch fell on the policy holder's home, causing damage to the roof and a window. No personal injuries were reported."
677,RPT123456789,2023-04-12,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,The policy holder was involved in a rear-end collision at a traffic light. Minor injuries reported. Both vehicles sustained significant damage.
678,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A hurricane caused significant damage to the policy holder's home, including roof damage and flooding. No vehicle was involved."
679,RPT123456789,2023-04-10,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to one driver running a red light. Minor injuries were reported, and both vehicles sustained significant damage."
680,RPT987654321,2023-04-15,Property Damage,Chicago,8500,Submitted,45,,Low,"During a severe storm, a tree branch fell on the roof of the insured's home, causing minor damage to the property."
681,RPT123456789,2023-03-29,Vehicle Collision,New York,12000,Under Review,34,5.0,High,"The insured was involved in a high-speed collision at an intersection, resulting in significant damage to the vehicle and minor injuries to the driver."
682,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"Hurricane caused significant property damage to the insured's home, including roof and water damage. Immediate repairs needed."
683,RPT123456789,2023-04-20,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"Two vehicles collided at an intersection due to one driver failing to stop at a red light. Minor injuries reported, and significant damage to both vehicles."
684,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A severe hurricane caused extensive damage to the policyholder's home, including broken windows, roof damage, and flooding. Immediate evacuation was necessary."
685,RPT123456789,2023-03-22,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,"The policyholder's vehicle was involved in a collision at an intersection, leading to significant damage to the front end of the car and minor injuries to the driver."
686,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,48,,High,"A severe hurricane caused extensive damage to the policyholder's home, including roof destruction and flooding. Immediate repairs are necessary."
687,RPT123456789,2023-03-28,Vehicle Collision,Los Angeles,12000,Under Review,35,5.0,Medium,The policyholder was involved in a rear-end collision at a traffic light. The policyholder's vehicle suffered significant damage to the rear bumper and trunk area.
688,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,42,,High,"During a severe hurricane, the policyholder's home suffered extensive roof damage and flooding. Immediate repair and water damage restoration are required."
689,RPT123456789,2023-04-20,Vehicle Collision,Los Angeles,15000,Under Review,35,5.0,Medium,"The policyholder was involved in a rear-end collision at a traffic light, resulting in significant damage to the vehicle's rear. No serious injuries were reported."
690,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,42,,High,"A severe hurricane caused damage to the policyholder's home, including roof damage and broken windows. Immediate repairs are necessary to prevent further damage."
691,RPT123456789,2023-07-22,Vehicle Collision,San Francisco,15000,Under Review,35,5.0,Medium,"Two vehicles collided at a busy intersection due to a failure to yield. Minor injuries were reported, and both vehicles suffered significant damage."
692,RPT987654321,2023-04-15,Natural Disaster,Miami,25000,Submitted,42,,High,"A hurricane caused extensive damage to the policyholder's home, leading to broken windows, roof damage, and water intrusion. Immediate repairs are needed."
693,RPT123456789,2023-04-20,Vehicle Collision,San Francisco,15000,Under Review,35,5.0,Medium,"Two cars were involved in a collision at a busy intersection due to one vehicle failing to stop at a red light. Minor injuries were reported, and both vehicles suffered significant damage."
694,RPT987654321,2023-04-15,Natural Disaster,Miami,22000,Approved,42,,High,"A severe hurricane caused extensive damage to the policyholder's home, resulting in the loss of roofing and flooding of the living area. Immediate evacuation was necessary."
